娃娃菜,0.75
大白菜,0.43
娃娃菜,0.75
小白菜,1.5
圆白菜,0.88
紫甘蓝,1.05
芹菜,0.65
西芹,1.4
菠菜,2.8
莴笋,1.5
团生菜,4.35
散叶生菜,3.3
罗马生菜,3.7
油菜,2.95
香菜,4.5
茴香,2.75
韭菜,4.25
苦菊,3.75
油麦菜,4.05
散菜花,3.15
绿菜花,4.2
